data,Feedback,population,question,subject
7,fb,2,FreqPredict_2,107
23,fb,2,FreqPredict_3,107
17,fb,2,FreqPredict_4,107
14,fb,2,FreqPredict_5,107
Neutral,fb,2,SCForcedChoice_red,107
Hard,fb,2,SCForcedChoice_orange,107
Hard,fb,2,SCForcedChoice_yellow,107
Hard,fb,2,SCForcedChoice_green,107
Hard,fb,2,SCForcedChoice_blue,107
Easy,fb,2,SCForcedChoice_purple,107
posttest:Post-Test:;,fb,2,TypeResp,108
0,fb,2,BlockVaryQ,108
1,fb,2,ItemVaryQ,108
76,fb,2,FreqPredict_1,108
38,fb,2,FreqPredict_2,108
36,fb,2,FreqPredict_3,108
60,fb,2,FreqPredict_4,108
30,fb,2,FreqPredict_5,108
Easy,fb,2,SCForcedChoice_red,108
Easy,fb,2,SCForcedChoice_orange,108
Hard,fb,2,SCForcedChoice_yellow,108
Neutral,fb,2,SCForcedChoice_green,108
Hard,fb,2,SCForcedChoice_blue,108
Neutral,fb,2,SCForcedChoice_purple,108
posttest:Post-Test:;,fb,2,TypeResp,109
1,fb,2,BlockVaryQ,109
1,fb,2,ItemVaryQ,109
0,fb,2,FreqPredict_1,109
0,fb,2,FreqPredict_2,109
0,fb,2,FreqPredict_3,109
100,fb,2,FreqPredict_4,109
0,fb,2,FreqPredict_5,109
Easy,fb,2,SCForcedChoice_red,109
Hard,fb,2,SCForcedChoice_orange,109
Hard,fb,2,SCForcedChoice_yellow,109
Hard,fb,2,SCForcedChoice_green,109
Easy,fb,2,SCForcedChoice_blue,109
Hard,fb,2,SCForcedChoice_purple,109
posttest:Post-Test:;,fb,2,TypeResp,110
1,fb,2,BlockVaryQ,110
1,fb,2,ItemVaryQ,110
50,fb,2,FreqPredict_1,110
50,fb,2,FreqPredict_2,110
25,fb,2,FreqPredict_3,110
25,fb,2,FreqPredict_4,110
80,fb,2,FreqPredict_5,110
Neutral,fb,2,SCForcedChoice_red,110
Hard,fb,2,SCForcedChoice_orange,110
Hard,fb,2,SCForcedChoice_yellow,110
Easy,fb,2,SCForcedChoice_green,110
Easy,fb,2,SCForcedChoice_blue,110
Neutral,fb,2,SCForcedChoice_purple,110
posttest:Post-Test:;,fb,2,TypeResp,111
1,fb,2,BlockVaryQ,111
1,fb,2,ItemVaryQ,111
56,fb,2,FreqPredict_1,111
24,fb,2,FreqPredict_2,111
26,fb,2,FreqPredict_3,111
81,fb,2,FreqPredict_4,111
12,fb,2,FreqPredict_5,111
Neutral,fb,2,SCForcedChoice_red,111
Neutral,fb,2,SCForcedChoice_orange,111
Easy,fb,2,SCForcedChoice_yellow,111
Easy,fb,2,SCForcedChoice_green,111
Hard,fb,2,SCForcedChoice_blue,111
Hard,fb,2,SCForcedChoice_purple,111
posttest:Post-Test:;,fb,2,TypeResp,112
0,fb,2,BlockVaryQ,112
0,fb,2,ItemVaryQ,112
67,fb,2,FreqPredict_1,112
35,fb,2,FreqPredict_2,112
66,fb,2,FreqPredict_3,112
61,fb,2,FreqPredict_4,112
31,fb,2,FreqPredict_5,112
Hard,fb,2,SCForcedChoice_red,112
Hard,fb,2,SCForcedChoice_orange,112
Easy,fb,2,SCForcedChoice_yellow,112
Easy,fb,2,SCForcedChoice_green,112
Neutral,fb,2,SCForcedChoice_blue,112
Neutral,fb,2,SCForcedChoice_purple,112
posttest:Post-Test:;,fb,2,TypeResp,113
1,fb,2,BlockVaryQ,113
1,fb,2,ItemVaryQ,113
0,fb,2,FreqPredict_1,113
90,fb,2,FreqPredict_2,113
0,fb,2,FreqPredict_3,113
0,fb,2,FreqPredict_4,113
20,fb,2,FreqPredict_5,113
Neutral,fb,2,SCForcedChoice_red,113
Easy,fb,2,SCForcedChoice_orange,113
Neutral,fb,2,SCForcedChoice_yellow,113
Hard,fb,2,SCForcedChoice_green,113
Hard,fb,2,SCForcedChoice_blue,113
Easy,fb,2,SCForcedChoice_purple,113
posttest:Post-Test:;,fb,2,TypeResp,114
1,fb,2,BlockVaryQ,114
1,fb,2,ItemVaryQ,114
20,fb,2,FreqPredict_1,114
21,fb,2,FreqPredict_2,114
0,fb,2,FreqPredict_3,114
0,fb,2,FreqPredict_4,114
91,fb,2,FreqPredict_5,114
Neutral,fb,2,SCForcedChoice_red,114
Easy,fb,2,SCForcedChoice_orange,114
Easy,fb,2,SCForcedChoice_yellow,114
Hard,fb,2,SCForcedChoice_green,114
Hard,fb,2,SCForcedChoice_blue,114
Neutral,fb,2,SCForcedChoice_purple,114
posttest:Post-Test:;,fb,2,TypeResp,115
1,fb,2,BlockVaryQ,115
1,fb,2,ItemVaryQ,115
78,fb,2,FreqPredict_1,115
28,fb,2,FreqPredict_2,115
29,fb,2,FreqPredict_3,115
28,fb,2,FreqPredict_4,115
28,fb,2,FreqPredict_5,115
Easy,fb,2,SCForcedChoice_red,115
Neutral,fb,2,SCForcedChoice_orange,115
Easy,fb,2,SCForcedChoice_yellow,115
Neutral,fb,2,SCForcedChoice_green,115
Hard,fb,2,SCForcedChoice_blue,115
Hard,fb,2,SCForcedChoice_purple,115
posttest:Post-Test:;,fb,2,TypeResp,116
0,fb,2,BlockVaryQ,116
0,fb,2,ItemVaryQ,116
0,fb,2,FreqPredict_1,116
0,fb,2,FreqPredict_2,116
0,fb,2,FreqPredict_3,116
100,fb,2,FreqPredict_4,116
0,fb,2,FreqPredict_5,116
Neutral,fb,2,SCForcedChoice_red,116
Easy,fb,2,SCForcedChoice_orange,116
Easy,fb,2,SCForcedChoice_yellow,116
Hard,fb,2,SCForcedChoice_green,116
Neutral,fb,2,SCForcedChoice_blue,116
Hard,fb,2,SCForcedChoice_purple,116
posttest:Post-Test:;,fb,2,TypeResp,117
1,fb,2,BlockVaryQ,117
0,fb,2,ItemVaryQ,117
80,fb,2,FreqPredict_1,117
37,fb,2,FreqPredict_2,117
70,fb,2,FreqPredict_3,117
85,fb,2,FreqPredict_4,117
35,fb,2,FreqPredict_5,117
Hard,fb,2,SCForcedChoice_red,117
Hard,fb,2,SCForcedChoice_orange,117
Neutral,fb,2,SCForcedChoice_yellow,117
Neutral,fb,2,SCForcedChoice_green,117
Easy,fb,2,SCForcedChoice_blue,117
Easy,fb,2,SCForcedChoice_purple,117
posttest:Post-Test:;,fb,2,TypeResp,118
1,fb,2,BlockVaryQ,118
0,fb,2,ItemVaryQ,118
25,fb,2,FreqPredict_1,118
55,fb,2,FreqPredict_2,118
60,fb,2,FreqPredict_3,118
40,fb,2,FreqPredict_4,118
70,fb,2,FreqPredict_5,118
Neutral,fb,2,SCForcedChoice_red,118
Easy,fb,2,SCForcedChoice_orange,118
Easy,fb,2,SCForcedChoice_yellow,118
Hard,fb,2,SCForcedChoice_green,118
Neutral,fb,2,SCForcedChoice_blue,118
Easy,fb,2,SCForcedChoice_purple,118
posttest:Post-Test:;,fb,2,TypeResp,119
1,fb,2,BlockVaryQ,119
1,fb,2,ItemVaryQ,119
11,fb,2,FreqPredict_1,119
18,fb,2,FreqPredict_2,119
56,fb,2,FreqPredict_3,119
83,fb,2,FreqPredict_4,119
17,fb,2,FreqPredict_5,119
Neutral,fb,2,SCForcedChoice_red,119
Hard,fb,2,SCForcedChoice_orange,119
Easy,fb,2,SCForcedChoice_yellow,119
Hard,fb,2,SCForcedChoice_green,119
Neutral,fb,2,SCForcedChoice_blue,119
Easy,fb,2,SCForcedChoice_purple,119
posttest:Post-Test:;,fb,2,TypeResp,120
1,fb,2,BlockVaryQ,120
1,fb,2,ItemVaryQ,120
0,fb,2,FreqPredict_1,120
90,fb,2,FreqPredict_2,120
8,fb,2,FreqPredict_3,120
0,fb,2,FreqPredict_4,120
9,fb,2,FreqPredict_5,120
Neutral,fb,2,SCForcedChoice_red,120
Easy,fb,2,SCForcedChoice_orange,120
Neutral,fb,2,SCForcedChoice_yellow,120
Easy,fb,2,SCForcedChoice_green,120
Hard,fb,2,SCForcedChoice_blue,120
Hard,fb,2,SCForcedChoice_purple,120
posttest:Post-Test:;,fb,2,TypeResp,121
0,fb,2,BlockVaryQ,121
0,fb,2,ItemVaryQ,121
66,fb,2,FreqPredict_1,121
55,fb,2,FreqPredict_2,121
62,fb,2,FreqPredict_3,121
56,fb,2,FreqPredict_4,121
63,fb,2,FreqPredict_5,121
Easy,fb,2,SCForcedChoice_red,121
Hard,fb,2,SCForcedChoice_orange,121
Hard,fb,2,SCForcedChoice_yellow,121
Easy,fb,2,SCForcedChoice_green,121
Neutral,fb,2,SCForcedChoice_blue,121
Neutral,fb,2,SCForcedChoice_purple,121
posttest:Post-Test:;,fb,2,TypeResp,122
1,fb,2,BlockVaryQ,122
1,fb,2,ItemVaryQ,122
27,fb,2,FreqPredict_1,122
30,fb,2,FreqPredict_2,122
73,fb,2,FreqPredict_3,122
48,fb,2,FreqPredict_4,122
51,fb,2,FreqPredict_5,122
Neutral,fb,2,SCForcedChoice_red,122
Neutral,fb,2,SCForcedChoice_orange,122
Hard,fb,2,SCForcedChoice_yellow,122
Hard,fb,2,SCForcedChoice_green,122
Easy,fb,2,SCForcedChoice_blue,122
Easy,fb,2,SCForcedChoice_purple,122
posttest:Post-Test:;,fb,2,TypeResp,123
1,fb,2,BlockVaryQ,123
1,fb,2,ItemVaryQ,123
36,fb,2,FreqPredict_1,123
75,fb,2,FreqPredict_2,123
65,fb,2,FreqPredict_3,123
66,fb,2,FreqPredict_4,123
36,fb,2,FreqPredict_5,123
Easy,fb,2,SCForcedChoice_red,123
Hard,fb,2,SCForcedChoice_orange,123
Easy,fb,2,SCForcedChoice_yellow,123
Neutral,fb,2,SCForcedChoice_green,123
Neutral,fb,2,SCForcedChoice_blue,123
Hard,fb,2,SCForcedChoice_purple,123
posttest:Post-Test:;,fb,2,TypeResp,124
1,fb,2,BlockVaryQ,124
1,fb,2,ItemVaryQ,124
1,fb,2,FreqPredict_1,124
17,fb,2,FreqPredict_2,124
47,fb,2,FreqPredict_3,124
47,fb,2,FreqPredict_4,124
11,fb,2,FreqPredict_5,124
Neutral,fb,2,SCForcedChoice_red,124
Neutral,fb,2,SCForcedChoice_orange,124
Hard,fb,2,SCForcedChoice_yellow,124
Neutral,fb,2,SCForcedChoice_green,124
Easy,fb,2,SCForcedChoice_blue,124
Hard,fb,2,SCForcedChoice_purple,124
posttest:Post-Test:;,fb,2,TypeResp,125
1,fb,2,BlockVaryQ,125
1,fb,2,ItemVaryQ,125
50,fb,2,FreqPredict_1,125
50,fb,2,FreqPredict_2,125
60,fb,2,FreqPredict_3,125
60,fb,2,FreqPredict_4,125
50,fb,2,FreqPredict_5,125
Neutral,fb,2,SCForcedChoice_red,125
Easy,fb,2,SCForcedChoice_orange,125
Easy,fb,2,SCForcedChoice_yellow,125
Neutral,fb,2,SCForcedChoice_green,125
Easy,fb,2,SCForcedChoice_blue,125
Easy,fb,2,SCForcedChoice_purple,125
posttest:Post-Test:;,fb,2,TypeResp,126
1,fb,2,BlockVaryQ,126
1,fb,2,ItemVaryQ,126
100,fb,2,FreqPredict_1,126
20,fb,2,FreqPredict_2,126
75,fb,2,FreqPredict_3,126
65,fb,2,FreqPredict_4,126
19,fb,2,FreqPredict_5,126
Hard,fb,2,SCForcedChoice_red,126
Neutral,fb,2,SCForcedChoice_orange,126
Easy,fb,2,SCForcedChoice_yellow,126
Easy,fb,2,SCForcedChoice_green,126
Hard,fb,2,SCForcedChoice_blue,126
Neutral,fb,2,SCForcedChoice_purple,126
posttest:Post-Test:;,fb,2,TypeResp,127
1,fb,2,BlockVaryQ,127
1,fb,2,ItemVaryQ,127
5,fb,2,FreqPredict_1,127
0,fb,2,FreqPredict_2,127
0,fb,2,FreqPredict_3,127
0,fb,2,FreqPredict_4,127
0,fb,2,FreqPredict_5,127
Easy,fb,2,SCForcedChoice_red,127
Easy,fb,2,SCForcedChoice_orange,127
Neutral,fb,2,SCForcedChoice_yellow,127
Hard,fb,2,SCForcedChoice_green,127
Hard,fb,2,SCForcedChoice_blue,127
Neutral,fb,2,SCForcedChoice_purple,127
posttest:Post-Test:;,fb,2,TypeResp,128
1,fb,2,BlockVaryQ,128
0,fb,2,ItemVaryQ,128
0,fb,2,FreqPredict_1,128
0,fb,2,FreqPredict_2,128
0,fb,2,FreqPredict_3,128
0,fb,2,FreqPredict_4,128
100,fb,2,FreqPredict_5,128
Neutral,fb,2,SCForcedChoice_red,128
Hard,fb,2,SCForcedChoice_orange,128
Hard,fb,2,SCForcedChoice_yellow,128
Neutral,fb,2,SCForcedChoice_green,128
Hard,fb,2,SCForcedChoice_blue,128
Neutral,fb,2,SCForcedChoice_purple,128
posttest:Post-Test:;,fb,2,TypeResp,129
1,fb,2,BlockVaryQ,129
1,fb,2,ItemVaryQ,129
73,fb,2,FreqPredict_1,129
69,fb,2,FreqPredict_2,129
69,fb,2,FreqPredict_3,129
56,fb,2,FreqPredict_4,129
80,fb,2,FreqPredict_5,129
Easy,fb,2,SCForcedChoice_red,129
Neutral,fb,2,SCForcedChoice_orange,129
Neutral,fb,2,SCForcedChoice_yellow,129
Hard,fb,2,SCForcedChoice_green,129
Easy,fb,2,SCForcedChoice_blue,129
Hard,fb,2,SCForcedChoice_purple,129
posttest:Post-Test:;,fb,2,TypeResp,130
0,fb,2,BlockVaryQ,130
0,fb,2,ItemVaryQ,130
90,fb,2,FreqPredict_1,130
80,fb,2,FreqPredict_2,130
40,fb,2,FreqPredict_3,130
10,fb,2,FreqPredict_4,130
25,fb,2,FreqPredict_5,130
Easy,fb,2,SCForcedChoice_red,130
Neutral,fb,2,SCForcedChoice_orange,130
Hard,fb,2,SCForcedChoice_yellow,130
Hard,fb,2,SCForcedChoice_green,130
Easy,fb,2,SCForcedChoice_blue,130
Neutral,fb,2,SCForcedChoice_purple,130
posttest:Post-Test:;,fb,2,TypeResp,131
1,fb,2,BlockVaryQ,131
1,fb,2,ItemVaryQ,131
0,fb,2,FreqPredict_1,131
0,fb,2,FreqPredict_2,131
0,fb,2,FreqPredict_3,131
100,fb,2,FreqPredict_4,131
0,fb,2,FreqPredict_5,131
Neutral,fb,2,SCForcedChoice_red,131
Hard,fb,2,SCForcedChoice_orange,131
Easy,fb,2,SCForcedChoice_yellow,131
Hard,fb,2,SCForcedChoice_green,131
Neutral,fb,2,SCForcedChoice_blue,131
Easy,fb,2,SCForcedChoice_purple,131
posttest:Post-Test:;,fb,2,TypeResp,132
0,fb,2,BlockVaryQ,132
1,fb,2,ItemVaryQ,132
0,fb,2,FreqPredict_1,132
61,fb,2,FreqPredict_2,132
90,fb,2,FreqPredict_3,132
61,fb,2,FreqPredict_4,132
11,fb,2,FreqPredict_5,132
Hard,fb,2,SCForcedChoice_red,132
Neutral,fb,2,SCForcedChoice_orange,132
Neutral,fb,2,SCForcedChoice_yellow,132
Hard,fb,2,SCForcedChoice_green,132
Easy,fb,2,SCForcedChoice_blue,132
Easy,fb,2,SCForcedChoice_purple,132
posttest:Post-Test:;,fb,2,TypeResp,133
1,fb,2,BlockVaryQ,133
1,fb,2,ItemVaryQ,133
75,fb,2,FreqPredict_1,133
64,fb,2,FreqPredict_2,133
35,fb,2,FreqPredict_3,133
69,fb,2,FreqPredict_4,133
66,fb,2,FreqPredict_5,133
Hard,fb,2,SCForcedChoice_red,133
Easy,fb,2,SCForcedChoice_orange,133
Neutral,fb,2,SCForcedChoice_yellow,133
Neutral,fb,2,SCForcedChoice_green,133
Hard,fb,2,SCForcedChoice_blue,133
Easy,fb,2,SCForcedChoice_purple,133
posttest:Post-Test:;,fb,2,TypeResp,134
0,fb,2,BlockVaryQ,134
1,fb,2,ItemVaryQ,134
100,fb,2,FreqPredict_1,134
48,fb,2,FreqPredict_2,134
39,fb,2,FreqPredict_3,134
70,fb,2,FreqPredict_4,134
65,fb,2,FreqPredict_5,134
Hard,fb,2,SCForcedChoice_red,134
Hard,fb,2,SCForcedChoice_orange,134
Neutral,fb,2,SCForcedChoice_yellow,134
Neutral,fb,2,SCForcedChoice_green,134
Hard,fb,2,SCForcedChoice_blue,134
Hard,fb,2,SCForcedChoice_purple,134
posttest:Post-Test:;,fb,2,TypeResp,135
0,fb,2,BlockVaryQ,135
0,fb,2,ItemVaryQ,135
80,fb,2,FreqPredict_1,135
39,fb,2,FreqPredict_2,135
17,fb,2,FreqPredict_3,135
68,fb,2,FreqPredict_4,135
23,fb,2,FreqPredict_5,135
Neutral,fb,2,SCForcedChoice_red,135
Hard,fb,2,SCForcedChoice_orange,135
Easy,fb,2,SCForcedChoice_yellow,135
Easy,fb,2,SCForcedChoice_green,135
Hard,fb,2,SCForcedChoice_blue,135
Hard,fb,2,SCForcedChoice_purple,135
posttest:Post-Test:;,fb,2,TypeResp,136
0,fb,2,BlockVaryQ,136
0,fb,2,ItemVaryQ,136
65,fb,2,FreqPredict_1,136
70,fb,2,FreqPredict_2,136
55,fb,2,FreqPredict_3,136
80,fb,2,FreqPredict_4,136
20,fb,2,FreqPredict_5,136
Hard,fb,2,SCForcedChoice_red,136
Easy,fb,2,SCForcedChoice_orange,136
Neutral,fb,2,SCForcedChoice_yellow,136
Neutral,fb,2,SCForcedChoice_green,136
Hard,fb,2,SCForcedChoice_blue,136
Easy,fb,2,SCForcedChoice_purple,136
posttest:Post-Test:;,fb,2,TypeResp,137
1,fb,2,BlockVaryQ,137
1,fb,2,ItemVaryQ,137
36,fb,2,FreqPredict_1,137
18,fb,2,FreqPredict_2,137
48,fb,2,FreqPredict_3,137
38,fb,2,FreqPredict_4,137
30,fb,2,FreqPredict_5,137
Neutral,fb,2,SCForcedChoice_red,137
Hard,fb,2,SCForcedChoice_orange,137
Hard,fb,2,SCForcedChoice_yellow,137
Easy,fb,2,SCForcedChoice_green,137
Easy,fb,2,SCForcedChoice_blue,137
Neutral,fb,2,SCForcedChoice_purple,137
posttest:Post-Test:;,fb,2,TypeResp,138
1,fb,2,BlockVaryQ,138
1,fb,2,ItemVaryQ,138
58,fb,2,FreqPredict_1,138
45,fb,2,FreqPredict_2,138
75,fb,2,FreqPredict_3,138
40,fb,2,FreqPredict_4,138
92,fb,2,FreqPredict_5,138
Easy,fb,2,SCForcedChoice_red,138
Easy,fb,2,SCForcedChoice_orange,138
Neutral,fb,2,SCForcedChoice_yellow,138
Hard,fb,2,SCForcedChoice_green,138
Hard,fb,2,SCForcedChoice_blue,138
Easy,fb,2,SCForcedChoice_purple,138
posttest:Post-Test:;,fb,2,TypeResp,139
0,fb,2,BlockVaryQ,139
0,fb,2,ItemVaryQ,139
31,fb,2,FreqPredict_1,139
33,fb,2,FreqPredict_2,139
0,fb,2,FreqPredict_3,139
100,fb,2,FreqPredict_4,139
30,fb,2,FreqPredict_5,139
Easy,fb,2,SCForcedChoice_red,139
Easy,fb,2,SCForcedChoice_orange,139
Neutral,fb,2,SCForcedChoice_yellow,139
Hard,fb,2,SCForcedChoice_green,139
Hard,fb,2,SCForcedChoice_blue,139
Easy,fb,2,SCForcedChoice_purple,139
posttest:Post-Test:;,fb,2,TypeResp,140
0,fb,2,BlockVaryQ,140
0,fb,2,ItemVaryQ,140
69,fb,2,FreqPredict_1,140
34,fb,2,FreqPredict_2,140
35,fb,2,FreqPredict_3,140
28,fb,2,FreqPredict_4,140
76,fb,2,FreqPredict_5,140
Neutral,fb,2,SCForcedChoice_red,140
Easy,fb,2,SCForcedChoice_orange,140
Hard,fb,2,SCForcedChoice_yellow,140
Hard,fb,2,SCForcedChoice_green,140
Neutral,fb,2,SCForcedChoice_blue,140
Hard,fb,2,SCForcedChoice_purple,140
posttest:Post-Test:;,fb,2,TypeResp,141
0,fb,2,BlockVaryQ,141
0,fb,2,ItemVaryQ,141
65,fb,2,FreqPredict_1,141
64,fb,2,FreqPredict_2,141
40,fb,2,FreqPredict_3,141
37,fb,2,FreqPredict_4,141
42,fb,2,FreqPredict_5,141
Hard,fb,2,SCForcedChoice_red,141
Neutral,fb,2,SCForcedChoice_orange,141
Hard,fb,2,SCForcedChoice_yellow,141
Easy,fb,2,SCForcedChoice_green,141
Neutral,fb,2,SCForcedChoice_blue,141
Easy,fb,2,SCForcedChoice_purple,141
posttest:Post-Test:;,fb,2,TypeResp,142
1,fb,2,BlockVaryQ,142
0,fb,2,ItemVaryQ,142
80,fb,2,FreqPredict_1,142
0,fb,2,FreqPredict_2,142
5,fb,2,FreqPredict_3,142
5,fb,2,FreqPredict_4,142
5,fb,2,FreqPredict_5,142
Neutral,fb,2,SCForcedChoice_red,142
Neutral,fb,2,SCForcedChoice_orange,142
Hard,fb,2,SCForcedChoice_yellow,142
Hard,fb,2,SCForcedChoice_green,142
Easy,fb,2,SCForcedChoice_blue,142
Easy,fb,2,SCForcedChoice_purple,142
posttest:Post-Test:;,fb,2,TypeResp,143
1,fb,2,BlockVaryQ,143
1,fb,2,ItemVaryQ,143
26,fb,2,FreqPredict_1,143
20,fb,2,FreqPredict_2,143
35,fb,2,FreqPredict_3,143
36,fb,2,FreqPredict_4,143
15,fb,2,FreqPredict_5,143
Neutral,fb,2,SCForcedChoice_red,143
Hard,fb,2,SCForcedChoice_orange,143
Hard,fb,2,SCForcedChoice_yellow,143
Neutral,fb,2,SCForcedChoice_green,143
Easy,fb,2,SCForcedChoice_blue,143
Easy,fb,2,SCForcedChoice_purple,143
posttest:Post-Test:;,fb,2,TypeResp,144
1,fb,2,BlockVaryQ,144
1,fb,2,ItemVaryQ,144
75,fb,2,FreqPredict_1,144
50,fb,2,FreqPredict_2,144
50,fb,2,FreqPredict_3,144
50,fb,2,FreqPredict_4,144
50,fb,2,FreqPredict_5,144
Easy,fb,2,SCForcedChoice_red,144
Easy,fb,2,SCForcedChoice_orange,144
Easy,fb,2,SCForcedChoice_yellow,144
Hard,fb,2,SCForcedChoice_green,144
Easy,fb,2,SCForcedChoice_blue,144
Hard,fb,2,SCForcedChoice_purple,144
posttest:Post-Test:;,fb,2,TypeResp,145
1,fb,2,BlockVaryQ,145
1,fb,2,ItemVaryQ,145
35,fb,2,FreqPredict_1,145
35,fb,2,FreqPredict_2,145
40,fb,2,FreqPredict_3,145
30,fb,2,FreqPredict_4,145
52,fb,2,FreqPredict_5,145
Hard,fb,2,SCForcedChoice_red,145
Hard,fb,2,SCForcedChoice_orange,145
Easy,fb,2,SCForcedChoice_yellow,145
Easy,fb,2,SCForcedChoice_green,145
Hard,fb,2,SCForcedChoice_blue,145
Neutral,fb,2,SCForcedChoice_purple,145
posttest:Post-Test:;,fb,2,TypeResp,146
0,fb,2,BlockVaryQ,146
1,fb,2,ItemVaryQ,146
10,fb,2,FreqPredict_1,146
10,fb,2,FreqPredict_2,146
50,fb,2,FreqPredict_3,146
0,fb,2,FreqPredict_4,146
0,fb,2,FreqPredict_5,146
Easy,fb,2,SCForcedChoice_red,146
Hard,fb,2,SCForcedChoice_orange,146
Easy,fb,2,SCForcedChoice_yellow,146
Easy,fb,2,SCForcedChoice_green,146
Easy,fb,2,SCForcedChoice_blue,146
Hard,fb,2,SCForcedChoice_purple,146
posttest:Post-Test:;,fb,2,TypeResp,147
1,fb,2,BlockVaryQ,147
1,fb,2,ItemVaryQ,147
0,fb,2,FreqPredict_1,147
68,fb,2,FreqPredict_2,147
0,fb,2,FreqPredict_3,147
0,fb,2,FreqPredict_4,147
0,fb,2,FreqPredict_5,147
Neutral,fb,2,SCForcedChoice_red,147
Easy,fb,2,SCForcedChoice_orange,147
Easy,fb,2,SCForcedChoice_yellow,147
Neutral,fb,2,SCForcedChoice_green,147
Neutral,fb,2,SCForcedChoice_blue,147
Easy,fb,2,SCForcedChoice_purple,147
posttest:Post-Test:;,fb,2,TypeResp,148
0,fb,2,BlockVaryQ,148
0,fb,2,ItemVaryQ,148
75,fb,2,FreqPredict_1,148
16,fb,2,FreqPredict_2,148
16,fb,2,FreqPredict_3,148
18,fb,2,FreqPredict_4,148
17,fb,2,FreqPredict_5,148
Neutral,fb,2,SCForcedChoice_red,148
Hard,fb,2,SCForcedChoice_orange,148
Easy,fb,2,SCForcedChoice_yellow,148
Easy,fb,2,SCForcedChoice_green,148
Hard,fb,2,SCForcedChoice_blue,148
Easy,fb,2,SCForcedChoice_purple,148
posttest:Post-Test:;,fb,2,TypeResp,149
1,fb,2,BlockVaryQ,149
1,fb,2,ItemVaryQ,149
14,fb,2,FreqPredict_1,149
20,fb,2,FreqPredict_2,149
21,fb,2,FreqPredict_3,149
81,fb,2,FreqPredict_4,149
80,fb,2,FreqPredict_5,149
Easy,fb,2,SCForcedChoice_red,149
Neutral,fb,2,SCForcedChoice_orange,149
Hard,fb,2,SCForcedChoice_yellow,149
Hard,fb,2,SCForcedChoice_green,149
Neutral,fb,2,SCForcedChoice_blue,149
Easy,fb,2,SCForcedChoice_purple,149
posttest:Post-Test:;,fb,2,TypeResp,150
1,fb,2,BlockVaryQ,150
1,fb,2,ItemVaryQ,150
71,fb,2,FreqPredict_1,150
21,fb,2,FreqPredict_2,150
49,fb,2,FreqPredict_3,150
83,fb,2,FreqPredict_4,150
20,fb,2,FreqPredict_5,150
Easy,fb,2,SCForcedChoice_red,150
Hard,fb,2,SCForcedChoice_orange,150
Neutral,fb,2,SCForcedChoice_yellow,150
Hard,fb,2,SCForcedChoice_green,150
Easy,fb,2,SCForcedChoice_blue,150
Neutral,fb,2,SCForcedChoice_purple,150
posttest:Post-Test:;,fb,2,TypeResp,151
0,fb,2,BlockVaryQ,151
0,fb,2,ItemVaryQ,151
65,fb,2,FreqPredict_1,151
64,fb,2,FreqPredict_2,151
24,fb,2,FreqPredict_3,151
29,fb,2,FreqPredict_4,151
34,fb,2,FreqPredict_5,151
Hard,fb,2,SCForcedChoice_red,151
Hard,fb,2,SCForcedChoice_orange,151
Easy,fb,2,SCForcedChoice_yellow,151
Neutral,fb,2,SCForcedChoice_green,151
Neutral,fb,2,SCForcedChoice_blue,151
Easy,fb,2,SCForcedChoice_purple,151
posttest:Post-Test:;,fb,2,TypeResp,152
0,fb,2,BlockVaryQ,152
1,fb,2,ItemVaryQ,152
50,fb,2,FreqPredict_1,152
50,fb,2,FreqPredict_2,152
50,fb,2,FreqPredict_3,152
50,fb,2,FreqPredict_4,152
50,fb,2,FreqPredict_5,152
Neutral,fb,2,SCForcedChoice_red,152
Easy,fb,2,SCForcedChoice_orange,152
Neutral,fb,2,SCForcedChoice_yellow,152
Easy,fb,2,SCForcedChoice_green,152
Hard,fb,2,SCForcedChoice_blue,152
Hard,fb,2,SCForcedChoice_purple,152
posttest:Post-Test:;,fb,2,TypeResp,153
0,fb,2,BlockVaryQ,153
0,fb,2,ItemVaryQ,153
45,fb,2,FreqPredict_1,153
44,fb,2,FreqPredict_2,153
45,fb,2,FreqPredict_3,153
55,fb,2,FreqPredict_4,153
55,fb,2,FreqPredict_5,153
Neutral,fb,2,SCForcedChoice_red,153
Easy,fb,2,SCForcedChoice_orange,153
Hard,fb,2,SCForcedChoice_yellow,153
Hard,fb,2,SCForcedChoice_green,153
Easy,fb,2,SCForcedChoice_blue,153
Neutral,fb,2,SCForcedChoice_purple,153
posttest:Post-Test:;,fb,2,TypeResp,154
0,fb,2,BlockVaryQ,154
1,fb,2,ItemVaryQ,154
31,fb,2,FreqPredict_1,154
67,fb,2,FreqPredict_2,154
54,fb,2,FreqPredict_3,154
75,fb,2,FreqPredict_4,154
76,fb,2,FreqPredict_5,154
Neutral,fb,2,SCForcedChoice_red,154
Easy,fb,2,SCForcedChoice_orange,154
Hard,fb,2,SCForcedChoice_yellow,154
Hard,fb,2,SCForcedChoice_green,154
Neutral,fb,2,SCForcedChoice_blue,154
Easy,fb,2,SCForcedChoice_purple,154
posttest:Post-Test:;,fb,2,TypeResp,155
1,fb,2,BlockVaryQ,155
1,fb,2,ItemVaryQ,155
8,fb,2,FreqPredict_1,155
10,fb,2,FreqPredict_2,155
13,fb,2,FreqPredict_3,155
8,fb,2,FreqPredict_4,155
88,fb,2,FreqPredict_5,155
